CountryName,CityName,Latitude,Longitude
Htilin,21.6959068,94.0941855,Myanmar,Myanmar
Pongo,2.8793776,9.9808929,Democratic Republic of the Congo,Democratic Republic of the Congo
Baga Road,31.5870311,74.3821182,Nigeria,Nigeria
Silalatshani,-20.7909084,29.2990967,Zimbabwe,Zimbabwe
Greater Buenos Aires,-20.5808496,-40.5408889,Argentina,Argentina
Torit,4.4134473,32.5682244,South Sudan,South Sudan
Hisar,29.080640950000003,75.788754109493,Bassas da India,Bassas da India
Dibumba,-6.3987808,20.7688272,Democratic Republic of the Congo,Democratic Republic of the Congo
Pasar Aikmel,-8.5679513,116.5316398,Indonesia,Indonesia
Kralanh,13.5888453,103.4168275,Cambodia,Cambodia
Mankessim,5.267169,-1.018031,Ghana,Ghana
Matana,0.9228241,40.3099348,Burundi,Burundi
Purulia,23.3291882,86.3672378,Bassas da India,Bassas da India
Myoma,33.7438202,-116.2863072,Myanmar,Myanmar
Fass Njaga Choi,13.564147,-16.42609,Gambia,Gambia
Ghadamis,30.1258404,9.4900658,Libya,Libya
Bukeye,-4.3001452,29.9149764,Burundi,Burundi
Hohoe,7.153187,0.477735,Ghana,Ghana
Bassila,8.96666435,1.8218396684307867,Benin,Benin
Oruro,-18.666667,-67.666667,Bolivia,Bolivia
Potiskum,11.7122553,11.0762744,Nigeria,Nigeria
Chong Kal,13.9544791,103.5702722,Cambodia,Cambodia
Sèdjè-Dénou,6.7248101,2.381,Benin,Benin
Pasar Anyar (Kota Tangerang),-6.1762221,106.6343103,Indonesia,Indonesia
Mubuga,-2.1042428,29.33116,Rwanda,Rwanda
Mulindi,-1.4560879,30.0238807,Rwanda,Rwanda
Pang Kham,30.9571008,76.2832178,Myanmar,Myanmar
Bani Matar,15.178161,44.049783,Yemen,Yemen
Sagar,23.80961225,78.75911360578634,Bassas da India,Bassas da India
Gitaza,-3.6179341,29.3462439,Burundi,Burundi
Mulanje,-15.91088,35.54125499990176,Malawi,Malawi
Bambara Maoude,15.8510333,-2.7861122,Mali,Mali
Qardho,9.4249997,49.56683193750921,Somalia,Somalia
Lohardaga,23.46920055,84.73568423071751,Bassas da India,Bassas da India
Savannakhet,16.500195849999997,105.71559464914924,Lao People's Democratic Republic,Lao People's Democratic Republic
Ilocos Sur,17.2,120.5,Philippines,Philippines
Shinyanga Region,-3.7622225499999997,33.2320360738371,United Republic of Tanzania,United Republic of Tanzania
Nyabihanga,-3.4693654,29.8081085,Burundi,Burundi
Assosa,-4.35860085,15.29624514688785,Ethiopia,Ethiopia
Migowi,-15.7190171,35.6864215,Malawi,Malawi
Irbid,32.5556091,35.8493023,Jordan,Jordan
Ulaanbaatar,47.9184676,106.9177016,Mongolia,Mongolia
Wai Maw,14.0698494,98.2254674,Myanmar,Myanmar
Darbhanga,26.08314325,86.03257096612822,Bassas da India,Bassas da India
Kpedekpo,7.2325499,2.5006873,Benin,Benin
Jarreng,13.62233,-15.191116,Gambia,Gambia
Arusha Region,-2.7170632,35.6812537,United Republic of Tanzania,United Republic of Tanzania
Ippy,6.2605641,21.2000369,Central African Republic,Central African Republic
Nkambe,6.5783833,10.7062394,Cameroon,Cameroon
Adjame,5.1071466,-5.5865623,Cote d'Ivoire,Cote d'Ivoire
Karita,1.529158,34.841554,Uganda,Uganda
Yida,21.5810088,39.1653612,South Sudan,South Sudan
West Beqaa,33.5944176,35.734677027337455,Lebanon,Lebanon
Rafid,33.5723733,35.8150814,Syrian Arab Republic,Syrian Arab Republic
Yaoundé-Mokolo,3.87562575,11.498414789249086,Cameroon,Cameroon
Huaphanh,20.2354748,103.6203387,Lao People's Democratic Republic,Lao People's Democratic Republic
Alaotra Mangoro (Region),-18.0186831,48.35534162207293,Madagascar,Madagascar
Mandava,50.9305014,14.6187239,Zimbabwe,Zimbabwe
Gakenke,-1.67180565,29.785926052391446,Rwanda,Rwanda
Kabalo,-6.0500915,26.9160693,Democratic Republic of the Congo,Democratic Republic of the Congo
Serrekunda,13.438762,-16.674807,Gambia,Gambia
Bulacan,15.0,121.083333,Philippines,Philippines
Tindouf,27.54390695,-6.239925131375032,Algeria,Algeria
Chouf,36.4094726,4.8901148,Lebanon,Lebanon
Hajar Aswad,33.4557664,36.30340845365239,Syrian Arab Republic,Syrian Arab Republic
Mukoso,-6.2469738,19.1605147,Democratic Republic of the Congo,Democratic Republic of the Congo
Nema,16.6173344,-7.2663798,Mauritania,Mauritania
Phnom Penh,11.568271,104.9224426,Cambodia,Cambodia
Brikama,13.25851295,-16.499703945251284,Gambia,Gambia
Mbizo 1,-18.9024903,29.8456907,Zimbabwe,Zimbabwe
Geidam,10.4612118,11.9967485,Nigeria,Nigeria
Pujehun,7.3566114,-11.7212785,Sierra Leone,Sierra Leone
Erbil,36.1911653,44.0094294,Iraq,Iraq
Keetmanshoop,-26.5816902,18.1365094,Namibia,Namibia
Tehran Market,34.0273728,-118.488516,Iran  (Islamic Republic of),Iran  (Islamic Republic of)
Bushenge,-1.0743334,29.0026672,Rwanda,Rwanda
Lichinga,-13.2999118,35.2458642,Mozambique,Mozambique
Katutu,13.5412555,4.8414996,Democratic Republic of the Congo,Democratic Republic of the Congo
So-Ava,6.5126364,2.4436602381870856,Benin,Benin
Odienne,9.504431,-7.561942,Cote d'Ivoire,Cote d'Ivoire
Pasar Seketeng,-8.50262205,117.42908278402614,Indonesia,Indonesia
Mumbai,19.0785451,72.878176,Bassas da India,Bassas da India
Quetta,30.1957677,67.0172447,Pakistan,Pakistan
Rwamagana,-1.951239,30.434885,Rwanda,Rwanda
Gossi,15.819721,-1.3101051,Mali,Mali
Ndiago,16.1684327,-16.5100364,Mauritania,Mauritania
Dunai,28.903017650000002,82.8966478813295,Nepal,Nepal
Kotwa,26.50381755,84.85218057655418,Zimbabwe,Zimbabwe
Zinvié,6.6133818,2.3567957,Benin,Benin
Zgharta,34.3929847,35.8967113,Lebanon,Lebanon
Nselema,-14.7165578,35.5521458,Malawi,Malawi
Marka,1.6530383,44.775966682523844,Malawi,Malawi
Pasar Kota Lhokseumawe,5.1838019,97.1414833,Indonesia,Indonesia
Bonthe,7.5292766,-12.5131866,Sierra Leone,Sierra Leone
Cacine,11.12915,-15.02007,Guinea-Bissau,Guinea-Bissau
Chernihiv,51.272593,31.7417235,Ukraine,Ukraine
Sulaimaniyah,35.56141115,45.3170113717457,Iraq,Iraq
Ta Khmau,11.4687395,104.9451162,Cambodia,Cambodia
Negros Occidental,10.416667,123.0,Philippines,Philippines
Gorongoza,-13.0946958,39.8180431,Mozambique,Mozambique
Kanpetlet,21.1933082,94.0586224,Myanmar,Myanmar
Say Tha Mar Gyi,20.2038841,92.79060420209169,Myanmar,Myanmar
Morena,26.166667,77.5,Bassas da India,Bassas da India
Chitipa,-9.9728541,33.41202427956999,Malawi,Malawi
Aba,5.112735,7.364349,Nigeria,Nigeria
Derashe,5.5623074,37.4134824922875,Ethiopia,Ethiopia
Mulomba,-14.8924739,34.3186275,Malawi,Malawi
Sibut,5.7350828,19.0850538,Central African Republic,Central African Republic
Pasar Sanggeng,-0.86549065,134.0661816273403,Indonesia,Indonesia
Birere,-0.738333,30.721111,Democratic Republic of the Congo,Democratic Republic of the Congo
Maghama,15.5101724,-12.8502902,Mauritania,Mauritania
Thet Kay Pyin,20.913309,92.373779,Myanmar,Myanmar
Ghat,26.0198133,10.4339911,Libya,Libya
Kamwendo,-13.8302494,33.0450285,Malawi,Malawi
Lagos,6.4550575,3.3941795,Nigeria,Nigeria
Albay,13.216667,123.55,Philippines,Philippines
Nili,33.7582445,66.07477897377346,Afghanistan,Afghanistan
Ar-Raqqa,35.949678,39.0089212,Syrian Arab Republic,Syrian Arab Republic
Ber,48.8986773,7.1572261,Mali,Mali
Artashat,39.9566633,44.5471007,Armenia,Armenia
Tomali,34.68246,126.81517,Malawi,Malawi
Kostanay,52.0615626,62.9372689,Kazakhstan,Kazakhstan
Pasar Langgur,-5.6536663,132.7400411,Indonesia,Indonesia
Camiguin,9.1739753,124.7256992,Philippines,Philippines
Nueva Ecija,15.583333,121.0,Philippines,Philippines
Jimila,-19.493194000000003,27.74047262732859,Zimbabwe,Zimbabwe
Causeni,46.6395913,29.4056631,Moldova Republic of,Moldova Republic of
Mamou,10.6619269,-12.1139542,Guinea,Guinea
Nueva Vizcaya,16.35,121.13,Philippines,Philippines
Mitundu,-14.248669,33.7787688,Malawi,Malawi
Ouattagouna,15.1816275,0.7213021,Mali,Mali
Zoueiratt,22.7374428,-12.4728954,Mauritania,Mauritania
Pokrovka,47.93472,38.27843,Kyrgyzstan,Kyrgyzstan
Multan,30.197838,71.4719683,Pakistan,Pakistan
Kampong Thom,12.6687923,104.8879197,Cambodia,Cambodia
Mariental,52.2777312,10.9865227,Namibia,Namibia
Maiduguri,11.8395375,13.1536214,Nigeria,Nigeria
Pasar Pon,-8.095073,112.1704214,Indonesia,Indonesia
Libenge,3.76138465,18.96757168000161,Democratic Republic of the Congo,Democratic Republic of the Congo
Moyale,3.5241898,39.0512683,Ethiopia,Ethiopia
Nyamapanda,-16.964407,32.852848,Zimbabwe,Zimbabwe
Al Tafilah,30.833333,35.5999999,Jordan,Jordan
Kayongozi,-3.2712171,30.3285595,Burundi,Burundi
Bangula,-16.5751399,35.1177792,Malawi,Malawi
Davao del Sur,6.6983658,125.3612135,Philippines,Philippines
Nsanje,-16.7199917,35.101108793623865,Malawi,Malawi
Lanao del Norte,7.9579723,123.9021124,Philippines,Philippines
Nyamirambo,-1.963856,30.0599307,Rwanda,Rwanda
Misuku,-9.6816717,33.5244859,Malawi,Malawi
Uliwa,-10.4524968,34.2106778,Malawi,Malawi
Phalula,-15.2258798,34.8916589,Malawi,Malawi
Hyderabad,17.360589,78.4740613,Bassas da India,Bassas da India
Siem Reap,13.3617562,103.8590321,Cambodia,Cambodia
Goma,-1.6665685,29.225652,Democratic Republic of the Congo,Democratic Republic of the Congo
Bhopal,23.2584857,77.401989,Bassas da India,Bassas da India
Mbagne,16.1483748,-13.7871497,Mauritania,Mauritania
Kuajok,8.3024209,27.9789446,South Sudan,South Sudan
Babylon,32.544713200000004,44.431814334435785,Iraq,Iraq
Jawzjan,36.9665706,65.9560232,Afghanistan,Afghanistan
Chisinau,47.0245117,28.8322923,Moldova Republic of,Moldova Republic of
Dar'a (XB),14.9204806,105.0706831,Syrian Arab Republic,Syrian Arab Republic
Moradabad,28.8638424,78.80577833091104,Bassas da India,Bassas da India
Kajiba,-6.111216649999999,23.618259869786087,Democratic Republic of the Congo,Democratic Republic of the Congo
Dole,47.0921047,5.4925463,Niger,Niger
Katavi Region,-6.3015493,30.9278274,United Republic of Tanzania,United Republic of Tanzania
Androy (Region),-24.6805968,45.52438057090155,Madagascar,Madagascar
Doun Keo,13.4674385,103.7446663,Cambodia,Cambodia
Pasar Kelapa,-6.0244191,106.0509749,Indonesia,Indonesia
Wum,8.95,12.383333,Cameroon,Cameroon
Hoshangabad,22.6503147,77.7509281,Bassas da India,Bassas da India
Rubaho,-3.854579,30.2203968,Burundi,Burundi
Douala-Bonaberi,4.0822098,9.6649718,Cameroon,Cameroon
Mashala,17.3220119,76.2404891,Democratic Republic of the Congo,Democratic Republic of the Congo
Tete,-15.5205193,32.7682742,Mozambique,Mozambique
Debark,13.1585017,37.8990358,Ethiopia,Ethiopia
Kibungo,-2.1401206,30.5548782,Rwanda,Rwanda
Siliguri,26.7164127,88.4309916,Bassas da India,Bassas da India
Boda,46.0808583,18.0478346,Central African Republic,Central African Republic
Sin Tet Maw,20.06769965,92.9925927044079,Myanmar,Myanmar
Motihari,26.66951195,84.95741062485514,Bassas da India,Bassas da India
Kabaya,-1.2855546,29.6822872,Rwanda,Rwanda
Zambales,15.23,120.12,Philippines,Philippines
Dhuusamarreeb,5.5360772,46.3830844,Somalia,Somalia
Jali,3.866667,108.016667,Malawi,Malawi
Luangnamtha,20.933004,101.05867365757615,Lao People's Democratic Republic,Lao People's Democratic Republic
Qadisiya,31.9599617,45.1197814,Iraq,Iraq
Pasar Bersehati,1.49675055,124.8420064373845,Indonesia,Indonesia
Torwood 2,53.39279295,-3.0699151383038146,Zimbabwe,Zimbabwe
Jisr al shughur,35.8155686,36.3174963,Syrian Arab Republic,Syrian Arab Republic
Batroun,34.2548879,35.6588567,Lebanon,Lebanon
Kissidougou,9.2101274,-10.1215917,Guinea,Guinea
Dhankuta,26.9825083,87.3451034,Nepal,Nepal
Tin essako,18.4509602,2.4897883,Mali,Mali
Chikuku,-19.991314850000002,31.862526817820985,Zimbabwe,Zimbabwe
Battambang,12.9256791,103.23171364274523,Cambodia,Cambodia
Bangassou,4.743526,22.8232963,Central African Republic,Central African Republic
Aktau,43.6353364,51.168222,Kazakhstan,Kazakhstan
Jenda,-1.6115717,29.4502157,Malawi,Malawi
Lola,8.087320850000001,-81.48741778611293,Guinea,Guinea
Pasar Karombasan,1.4567512,124.84020418340708,Indonesia,Indonesia
Pasar Dupa,0.4957185,101.4534693,Indonesia,Indonesia
Paktya,33.705724,69.4083555,Afghanistan,Afghanistan
Pasar Gemolong,-7.3980777,110.82957833434207,Indonesia,Indonesia
Orto-Nura,41.536176,76.21448,Kyrgyzstan,Kyrgyzstan
Surigao del Norte,9.7815753,125.4888509,Philippines,Philippines
Paoua,7.2407,16.432496,Central African Republic,Central African Republic
Paung Toke,20.54825,93.236328,Myanmar,Myanmar
Gitobe,-2.6483606,30.2012236,Burundi,Burundi
Binga,0.792778,103.835,Zimbabwe,Zimbabwe
Zliten,32.467562,14.56564,Libya,Libya
Bakau,13.477453,-16.6779085,Gambia,Gambia
Pasar Boswezen,-0.86267385,131.24730985000002,Indonesia,Indonesia
Kigamba,-3.067389,30.541011,Burundi,Burundi
Deder,9.312287,41.442772,Ethiopia,Ethiopia
Visakhapatnam,17.7231276,83.3012842,Bassas da India,Bassas da India
Jablah,35.3592457,35.9252848,Syrian Arab Republic,Syrian Arab Republic
Kayenzi,-2.8955689,30.356728,Rwanda,Rwanda
Beni,9.5293472,2.2584408,Democratic Republic of the Congo,Democratic Republic of the Congo
Catanduanes,13.833333,124.25,Philippines,Philippines
Iloilo,10.9522168,122.5799456,Philippines,Philippines
Pasar Teratai,-0.00702785,109.31136885,Indonesia,Indonesia
La Trinidad,16.4617181,120.5885189,Philippines,Philippines
Thete,-14.3145997,34.0964009,Malawi,Malawi
Sheikh Sa'ad,31.54825915,34.5002203991496,Syrian Arab Republic,Syrian Arab Republic
Kaedi,16.1523684,-13.5039868,Mauritania,Mauritania
Sunyani,7.3384389,-2.3309226,Ghana,Ghana
Belagavi,15.8572666,74.5069343,Bassas da India,Bassas da India
Kapan,39.2075659,46.4049281,Armenia,Armenia
Sava (Region),-14.36766925,49.71181686530285,Madagascar,Madagascar
Embangweni,-12.1420534,33.4717291,Malawi,Malawi
Kanthar,24.0236039,74.9782562,Myanmar,Myanmar
Kamembe,-2.486835,28.9085776230496,Rwanda,Rwanda
Dungu,45.5539697,25.892266,Democratic Republic of the Congo,Democratic Republic of the Congo
Wayanad,11.71512915,76.12711850740615,Bassas da India,Bassas da India
AlMarj,-22.933349200000002,-43.11383603316615,Libya,Libya
Dindigul,10.3303299,78.0673979084697,Bassas da India,Bassas da India
Kalalé,10.2880733,3.3792735,Benin,Benin
Kosti,1.1,34.066667,Sudan,Sudan
Mzimba,-11.845810199999999,33.55783191131472,Malawi,Malawi
Kassoua-Allah,9.6752889,1.370362,Benin,Benin
Boe,-0.5423003,166.9160608849572,Guinea-Bissau,Guinea-Bissau
Meerut,29.000652549999998,77.76822875372174,Bassas da India,Bassas da India
Madisi,-11.2644272,33.7820125,Malawi,Malawi
Dzaleka,-13.66144665,33.87061964812652,Malawi,Malawi
Kimisagara,-1.9491765,30.0502799,Rwanda,Rwanda
Yerevan,40.1777112,44.5126233,Armenia,Armenia
Pasar Sangkumpal Bonang,1.3773121499999998,99.27026180734758,Indonesia,Indonesia
Faranah,10.3143203,-10.890097,Guinea,Guinea
Kizi,-2.8927607,30.24521,Rwanda,Rwanda
Mazar,52.0475482,29.2667179,Afghanistan,Afghanistan
Saminaka,10.4110334,8.669981111225605,Nigeria,Nigeria
Tema,5.6596441,-0.0096592,Ghana,Ghana
Simikot,29.9728637,81.8201602,Nepal,Nepal
Busoni,-2.5261969,30.2170754,Burundi,Burundi
Laghman,34.783333,70.183333,Afghanistan,Afghanistan
Pemba,-5.16906245,39.799425084716006,Mozambique,Mozambique
Maidan Wardak,34.3191345,68.3360426,Afghanistan,Afghanistan
Massinga,-22.846429399999998,35.08693013227208,Mozambique,Mozambique
Chikhwawa,-16.0271313,34.7912153,Malawi,Malawi
Tshelanyemba,-21.3497967,28.4866868,Zimbabwe,Zimbabwe
Dhamar,14.7384268,44.2709597,Yemen,Yemen
Chiro,10.9532783,39.2311902,Ethiopia,Ethiopia
Mponela,-13.5297184,33.7371277,Malawi,Malawi
Ujjain,23.1885131,75.7716562,Bassas da India,Bassas da India
Nam Kam,16.9139139,104.7281215,Myanmar,Myanmar
Paktika,32.3936231,68.7036514,Afghanistan,Afghanistan
Koinadugu,9.3727454,-11.3253109,Sierra Leone,Sierra Leone
Tanga Region,-5.202134,38.2275548,United Republic of Tanzania,United Republic of Tanzania
Rushashi,-1.7351836,29.8569217,Rwanda,Rwanda
Monday,-25.5125747,-54.7205354,Nigeria,Nigeria
Gwanda town,-20.9414292,29.0036855,Zimbabwe,Zimbabwe
Apayao,18.12,121.19,Philippines,Philippines
Katoto,1.6526944,30.3471944,Zimbabwe,Zimbabwe
Panjsher,35.4338536,69.7930899,Afghanistan,Afghanistan
Affamè,6.8262684,2.4734058,Benin,Benin
Pasar Bunder,-7.4299548,111.0202923704964,Indonesia,Indonesia
Shwegu,24.2278257,96.7874052,Myanmar,Myanmar
Kigeme,-3.0955151,30.7545731,Rwanda,Rwanda
Falam,23.44561555,93.71180040461054,Myanmar,Myanmar
Shivamogga,13.9326093,75.574978,Bassas da India,Bassas da India
Anderamboukane,15.4220566,3.0224703,Mali,Mali
Total,0.3596739,32.7525748,Congo,Congo
Moba,-7.0427487,29.7737268,Democratic Republic of the Congo,Democratic Republic of the Congo
Khost,33.4014634,69.8912294,Afghanistan,Afghanistan
Sawla,20.733549099999998,78.17341123498142,Ethiopia,Ethiopia
Douentza,15.0068749,-2.9529649,Mali,Mali
Attara,15.6605528,-4.3511695,Mali,Mali
Gobabis,-22.4495283,18.9724666,Namibia,Namibia
Kisangani,0.5184021,25.2057292,Democratic Republic of the Congo,Democratic Republic of the Congo
Pasar Smep,-5.40933505,105.25510325966397,Indonesia,Indonesia
Canchungo,12.066422,-16.031912,Guinea-Bissau,Guinea-Bissau
Sékou,6.6361649,2.2270883,Benin,Benin
Yunusari,13.2502611,11.488660035359459,Nigeria,Nigeria
Al Balad,15.631824,43.698284,Syrian Arab Republic,Syrian Arab Republic
Ngozi,-2.8776895,29.8994986,Burundi,Burundi
Betsiboka (Region),-17.095744,47.26007086801634,Madagascar,Madagascar
Pasar Gamalama,0.7943099,127.3898083,Indonesia,Indonesia
Pitche,12.326137,-13.954994,Guinea-Bissau,Guinea-Bissau
Guimaras,10.5730629,122.6238907,Philippines,Philippines
Ngaoundaye,7.476419,15.60212,Central African Republic,Central African Republic
Mbandaka,0.0470732,18.2564803,Democratic Republic of the Congo,Democratic Republic of the Congo
Bunia,1.5620529,30.2478844,Democratic Republic of the Congo,Democratic Republic of the Congo
Mole,16.7172784,74.9213792,Democratic Republic of the Congo,Democratic Republic of the Congo
Dombotombo,-18.1876881,31.557911934694108,Zimbabwe,Zimbabwe
Base,30.0560306,96.9177513,Rwanda,Rwanda
Tarija,-21.583333,-63.833333,Bolivia,Bolivia
Angwa,35.8598427,127.1208356,Zimbabwe,Zimbabwe
Nkoto,-1.9173096,20.9127432,Rwanda,Rwanda
Kiyanzi,-4.79339,18.20919,Rwanda,Rwanda
Wadata,13.8937922,4.0511008,Niger,Niger
Jadcherla,16.7699159,78.1377227,Bassas da India,Bassas da India
Al Waer,38.9025831,-75.4271135,Syrian Arab Republic,Syrian Arab Republic
Quinhamel,11.894183,-15.851309,Guinea-Bissau,Guinea-Bissau
Windhoek,-22.5776104,17.0772739,Namibia,Namibia
Pasar Pandan Sari,-1.2385274499999999,116.8245932527376,Indonesia,Indonesia
Cuddalore,11.7564329,79.7634644,Bassas da India,Bassas da India
Kétou,7.3604193,2.6024222,Benin,Benin
Mountain Province,17.0922325,120.9737242,Philippines,Philippines
Cavite,14.2554073,120.8671503,Philippines,Philippines
Sums,-43.56921,172.75681,Ukraine,Ukraine
Afrin,36.5083795,36.870089,Syrian Arab Republic,Syrian Arab Republic
Bayan-Ulgii,48.5470083,89.8549358,Mongolia,Mongolia
Dar es Salaam Region,-6.8160837,39.2803583,United Republic of Tanzania,United Republic of Tanzania
Pasar Peunayong,5.56000105,95.31974624956317,Indonesia,Indonesia
Tripoli center,32.8075067,13.3450426,Libya,Libya
Segno Gebeya,11.1870683,36.9775771,Ethiopia,Ethiopia
Konkyan,23.8324005,98.5362597,Myanmar,Myanmar
Nyamata,-2.1508074,30.120872826379067,Rwanda,Rwanda
Giharo,-3.7802425,30.2353649,Burundi,Burundi
Baghlan,35.75,69.0,Afghanistan,Afghanistan
Arslanbob,41.3376236,72.9277135,Kyrgyzstan,Kyrgyzstan
Gombe,10.38301,11.206567,Nigeria,Nigeria
Kismayo,-0.52111695,41.98535737338791,Somalia,Somalia
Diguiciré,14.67,-5.073,Mali,Mali
Bursari,12.4514335,10.7178005,Nigeria,Nigeria
Atsimo Atsinanana (Region),-23.22352375,47.28351755280973,Madagascar,Madagascar
Dar'a,32.6224342,36.1109696,Syrian Arab Republic,Syrian Arab Republic
Mwakiro,-3.08953765,30.31235815875472,Burundi,Burundi
Jowhar,2.90464045,45.58316648336164,Somalia,Somalia
Karimnagar,18.4348122,79.1328042,Bassas da India,Bassas da India
Lizulu,-14.51783,34.4654651,Malawi,Malawi
Malda,25.0057449,88.1398483,Bassas da India,Bassas da India
Pasar Petisah,3.5904531,98.66642826075466,Indonesia,Indonesia
Dowa,-13.53875785,33.7781079828639,Malawi,Malawi
Moemauk,24.2417507,97.3882306,Myanmar,Myanmar
Ghazni,33.3149631,67.828989,Afghanistan,Afghanistan
Guwahati,26.1805978,91.753943,Bassas da India,Bassas da India
Dandora (Nairobi),-1.2490727499999998,36.8962891457452,Kenya,Kenya
Shashemene,7.2010144,38.5953618,Ethiopia,Ethiopia
Namtu,23.09574,97.3980881,Myanmar,Myanmar
Guidiguir,13.6720361,9.830846,Niger,Niger
Chimoio,-19.1437458,33.4780059,Mozambique,Mozambique
Buhanda,-2.2289051,29.6621464,Rwanda,Rwanda
Cuttack,20.4686,85.8792,Bassas da India,Bassas da India
Pasar Kramat,-6.77041215,108.41502830624671,Indonesia,Indonesia
Muzinda,0.3016433,32.4308254,Burundi,Burundi
Hawassa,7.0481029,38.47861,Ethiopia,Ethiopia
Obock,12.17398865,43.11481461762034,Djibouti,Djibouti
Pakhangyi,21.5393985,95.203753,Myanmar,Myanmar
Mzuzu,-11.4607518,34.0226422,Malawi,Malawi
Addis Ababa,9.0107934,38.7612525,Ethiopia,Ethiopia
Jau,45.4079954,-0.9583826,South Sudan,South Sudan
Duma,33.5696629,36.4012933,Syrian Arab Republic,Syrian Arab Republic
Kandal,11.396262499999999,105.02078685074581,Cambodia,Cambodia
Faryab,35.9261784,64.6237758,Afghanistan,Afghanistan
Ho,51.4960092,-0.12983179457250804,Ghana,Ghana
Pasar Tugu,-6.1269855,106.91765875986306,Indonesia,Indonesia
Malomo,-13.1473254,33.8362182,Malawi,Malawi
Bilaspur,28.8680526,79.29838501460121,Bassas da India,Bassas da India
Rugarama,-1.43031595,29.75431081382999,Rwanda,Rwanda
Kara-Balta,42.8023631,73.8526559,Kyrgyzstan,Kyrgyzstan
Pasar Manonda,-0.9033461,119.8508441,Indonesia,Indonesia
Yendi,9.4466478,-0.0035068,Ghana,Ghana
Nayuchi,-14.9792364,35.8731949,Malawi,Malawi
Kibuye (Karongi),-2.0703033,29.3521533,Rwanda,Rwanda
Pasar Agung,-7.58147195,110.83796252221765,Indonesia,Indonesia
Kapisa,34.905556,69.741667,Afghanistan,Afghanistan
Kota,25.1737019,75.8574194,Bassas da India,Bassas da India
Nyamande,-8.8236722,34.9616472,Zimbabwe,Zimbabwe
Delo,-3.709176,137.1624505,Ethiopia,Ethiopia
Xai Xai,-25.044479,33.64073,Mozambique,Mozambique
Bocaranga,6.995897,15.638835,Central African Republic,Central African Republic
Ankara,39.9207886,32.8540482,Turkey,Turkey
Ibadan,7.3777462,3.8972497,Nigeria,Nigeria
Kageyo,-1.8664504,29.57828604028806,Rwanda,Rwanda
South Cotabato,6.2855239,124.9333096,Philippines,Philippines
Dhangadhi,26.7543893,86.4026859,Nepal,Nepal
Ali Sabieh,11.2133809,42.8699249,Djibouti,Djibouti
Neno,-15.51371825,34.68322049013118,Malawi,Malawi
Baghdad,33.3061701,44.3872213,Iraq,Iraq
Luang Prabang,19.8887438,102.135898,Lao People's Democratic Republic,Lao People's Democratic Republic
Coimbatore,11.0018115,76.9628425,Bassas da India,Bassas da India
Izra',48.5521734,21.5473253,Syrian Arab Republic,Syrian Arab Republic
Hopone,19.7600741,97.1436679,Myanmar,Myanmar
Musenyi,-3.3774707,30.180956,Burundi,Burundi
Biltine,14.525174,20.928701,Chad,Chad
Pasar Kranji,-6.2261737,106.97941247756819,Indonesia,Indonesia
Nookat,40.2657382,72.6178387,Kyrgyzstan,Kyrgyzstan
Kabeza,0.0869736,30.3339883,Rwanda,Rwanda
Musikot,28.612947249999998,82.47049757495851,Nepal,Nepal
Aley,33.8082697,35.6061181,Lebanon,Lebanon
Dasso,7.0109964,2.4669881,Benin,Benin
Aroresa,9.4399966,43.0907615,Ethiopia,Ethiopia
Ascot Shopping Centre,-20.1599069,28.6092857,Zimbabwe,Zimbabwe
Ai Cheng,29.0882136,115.7625995,Myanmar,Myanmar
Gharm,39.0274695,70.3738916,Tajikistan,Tajikistan
Maphisa,-21.066018,28.457861,Zimbabwe,Zimbabwe
Skuta,46.3632574,14.5577388,Zimbabwe,Zimbabwe
Tonka,50.1868553,13.1528003,Mali,Mali
Gujungu,12.3626414,9.582104,Nigeria,Nigeria
Balkh,36.7581256,66.8980826,Afghanistan,Afghanistan
Berea,-29.1963971,27.9175581,Lesotho,Lesotho
Nablus,32.2205316,35.2569374,State of Palestine,State of Palestine
Kayanza,-3.0083103,29.6195628,Burundi,Burundi
Zabul,32.3068942,67.129904,Afghanistan,Afghanistan
Temera,16.9985919,-0.9546355,Mali,Mali
Forgho,16.5077908,-0.0733067,Mali,Mali
Kutkai,23.4593156,97.9384704,Myanmar,Myanmar
Pasar Kranggan,-6.3645703,106.9238123,Indonesia,Indonesia
Xudur,4.1237042,43.8915563,Somalia,Somalia
Pasar Labukkang,-4.0067909,119.6277197,Indonesia,Indonesia
Kalobeyei (Village 3),3.7687083,34.6232794,Kenya,Kenya
Abeibara,19.3494891,1.8443903,Mali,Mali
Matibi,-20.7500478,30.4873004,Zimbabwe,Zimbabwe
Kampong Speu,11.57753675,104.27140233242656,Cambodia,Cambodia
Liwonde,-15.067850700000001,35.23032480256449,Malawi,Malawi
Myo Ma Zay,23.203196300000002,95.51918885936973,Myanmar,Myanmar
Gbadolite,4.2812396,20.9999077,Democratic Republic of the Congo,Democratic Republic of the Congo
Banga Lubaka,-5.6037221,20.544141224317155,Democratic Republic of the Congo,Democratic Republic of the Congo
Soma,39.185172,27.6088792,Gambia,Gambia
Trinidad,10.443024300000001,-61.26130538878063,Bolivia,Bolivia
Gardez,33.6014533,69.2235518,Afghanistan,Afghanistan
Pasar Mundu,-7.77555395,109.87050201021162,Indonesia,Indonesia
Sa'ada,17.063405,43.914884,Yemen,Yemen
